property_scope,availability,location,bedrooms,total_sqft,bathrooms,balconies,buying_status,BER,renovation_needed,price_per_sqft,sqft_per_room,log_total_sqft,log_price_per_sqft
Extended Coverage,0,South Dublin,4,1664.0,4,3,1,7,2,443.36,208.0,7.417580402414544,6.096635044713522
Extended Coverage,0,DCC,3,1850.0,3,3,1,2,1,920.27,308.3333333333333,7.523481312573497,6.825753152901545
Extended Coverage,0,DCC,2,1438.0,2,3,1,2,1,789.29,359.5,7.271703706887368,6.672399966708124
Extended Coverage,0,Fingal,3,1560.0,3,3,0,3,1,836.7,260.0,7.353081920515432,6.730660041159764
Extended Coverage,108,Dun Laoghaire,2,1350.0,2,1,1,2,1,467.03,337.5,7.208600337960199,6.148532396427267
Extended Coverage,0,Dun Laoghaire,3,1550.0,3,3,0,4,2,490.61,258.3333333333333,7.346655163176539,6.197685719226242
Extended Coverage,108,South Dublin,2,1140.0,2,2,1,6,2,462.96,285.0,7.039660349862076,6.139798341613675
Extended Coverage,352,Fingal,2,850.0,2,2,1,6,2,360.53,212.5,6.7464121285733745,5.89034502570741
Extended Coverage,0,Dun Laoghaire,2,1280.0,2,2,0,6,2,665.04,320.0,7.155396301896734,6.5013497287969155
Constructed Space,0,South Dublin,2,1170.0,2,2,0,6,2,504.44,292.5,7.065613363597717,6.225429337053775
Extended Coverage,0,Fingal,2,1113.0,2,1,0,4,2,520.08,278.25,7.01571242048723,6.255903580829363
Extended Coverage,0,Fingal,2,1385.0,2,1,0,4,2,680.92,346.25,7.234177179749849,6.524912348910252
Extended Coverage,108,Dun Laoghaire,2,1128.0,2,1,0,7,2,654.03,282.0,7.029087564149662,6.484681036113112
Extended Coverage,0,Fingal,3,1464.0,3,2,1,1,0,434.15,244.0,7.289610521451167,6.075690799235523
Extended Coverage,0,Fingal,2,1200.0,2,2,0,1,0,520.21,300.0,7.0909098220799835,6.256153031559341
Extended Coverage,0,South Dublin,2,1200.0,2,2,0,3,1,491.83,300.0,7.0909098220799835,6.20016428698978
Extended Coverage,0,South Dublin,3,1150.0,2,1,1,1,0,542.83,230.0,7.048386408721883,6.298636698017643
Constructed Space,0,Fingal,3,1645.0,3,2,0,3,1,655.47,274.1666666666667,7.406103381237015,6.486876995821337
Extended Coverage,79,Dun Laoghaire,2,1000.0,2,1,0,6,2,760.45,250.0,6.90875477931522,6.6352245102977
Extended Coverage,0,South Dublin,2,1192.0,2,2,1,4,2,704.61,298.0,7.084226422097916,6.559062676927756
Extended Coverage,0,South Dublin,3,2135.0,3,2,0,5,2,1142.97,355.8333333333333,7.666690200080086,7.04225994781967
Extended Coverage,353,Dun Laoghaire,2,1173.0,2,1,0,3,1,561.21,293.25,7.068172000388042,6.331875445578559
Constructed Space,0,Dun Laoghaire,2,1020.0,2,2,0,4,2,500.74,255.0,6.928537818164665,6.218082057233692
Extended Coverage,0,South Dublin,3,1600.0,3,3,0,5,2,454.0,266.6666666666667,7.3783837129967145,6.12029741895095
Land Parcel,77,Fingal,2,1200.0,2,0,1,4,2,747.21,300.0,7.0909098220799835,6.617683687235048
Usable Interior,0,Fingal,2,1230.0,2,3,0,1,0,442.93,307.5,7.115582126184454,6.095666892345292
Extended Coverage,0,South Dublin,2,1250.0,2,2,1,1,0,363.2,312.5,7.1316985104669115,5.897703167293508
Extended Coverage,0,Fingal,2,1325.0,2,2,0,4,2,651.02,331.25,7.189922170745808,6.480075236302815
Constructed Space,0,Fingal,3,1850.0,3,1,0,2,1,920.27,308.3333333333333,7.523481312573497,6.825753152901545
Extended Coverage,0,South Dublin,2,1200.0,2,2,1,7,2,614.79,300.0,7.0909098220799835,6.422905996319896
Extended Coverage,169,Fingal,3,1260.0,3,1,1,3,1,444.63,210.0,7.13966033596492,6.0994890113019675
Extended Coverage,0,Fingal,3,1800.0,3,0,0,2,1,945.83,300.0,7.496097345175956,6.853119562815922
Constructed Space,0,South Dublin,2,1100.0,2,1,0,4,2,446.26,275.0,7.00397413672268,6.103140080998571
Extended Coverage,0,DCC,2,1508.0,2,1,0,5,2,579.54,377.0,7.319202458767849,6.363958704879447
Usable Interior,0,Fingal,3,1592.0,3,2,0,7,2,534.7,265.3333333333333,7.373374309910049,6.283574302886914
Extended Coverage,0,DCC,2,1388.0,2,3,0,5,2,466.1,347.0,7.236339342754344,6.1465433675080625
Extended Coverage,138,Fingal,1,630.0,1,1,0,1,0,510.75,315.0,6.447305862541213,6.2378362245413985
Extended Coverage,0,Other,3,1762.0,3,1,1,1,0,805.19,293.6666666666667,7.47477218239787,6.692319446736129
Extended Coverage,355,Fingal,2,950.0,2,2,0,4,2,597.37,237.5,6.85751406254539,6.394209291713692
Extended Coverage,230,South Dublin,2,1116.0,2,1,0,6,2,508.51,279.0,7.018401799069201,6.233449479555548
Extended Coverage,0,South Dublin,2,1308.0,2,2,0,4,2,772.63,327.0,7.1770187659099,6.651093723118297
Extended Coverage,0,Fingal,3,1200.0,3,0,0,4,2,851.25,200.0,7.0909098220799835,6.747879911018012
Constructed Space,0,Fingal,1,500.0,1,1,0,5,2,419.95,250.0,6.2166061010848646,6.042514061783673
Extended Coverage,0,DCC,2,1075.0,2,1,0,6,2,549.02,268.75,6.98100574072173,6.309954641201739
Extended Coverage,77,Fingal,1,530.0,1,0,0,1,0,249.7,265.0,6.274762021241939,5.524257005164247
Constructed Space,0,DCC,2,1205.0,2,3,0,1,0,621.66,301.25,7.095064377287131,6.434000623425246
Extended Coverage,0,Fingal,2,1075.0,2,2,0,1,0,633.49,268.75,6.98100574072173,6.452821526588953
Constructed Space,0,DCC,2,930.0,2,2,0,4,2,475.97,232.5,6.836259277277067,6.167453595828728
Extended Coverage,0,DCC,2,1380.0,2,1,0,1,0,493.48,345.0,7.2305631534092925,6.203506705351018
Constructed Space,0,South Dublin,2,1166.0,2,2,0,7,2,535.38,291.5,7.062191632286556,6.284842865104642
Extended Coverage,0,Fingal,2,1050.0,2,1,0,1,0,702.62,262.5,6.957497370876951,6.556238437701028
Extended Coverage,0,DCC,2,1200.0,2,2,0,4,2,442.65,300.0,7.0909098220799835,6.0950359632813464
Extended Coverage,0,Fingal,3,1600.0,2,1,0,1,0,766.12,320.0,7.3783837129967145,6.642643242845426
Extended Coverage,0,South Dublin,3,1935.0,3,2,1,2,1,645.22,322.5,7.568379267836522,6.471140003081677
Extended Coverage,138,DCC,1,451.0,1,0,0,5,2,752.47,225.5,6.113682179832232,6.624689203073546
Extended Coverage,0,Dun Laoghaire,3,1800.0,3,2,1,1,0,599.03,300.0,7.496097345175956,6.396979653966188
Extended Coverage,138,DCC,3,1400.0,3,0,0,7,2,624.25,233.33333333333334,7.244941546337007,6.4381515697577285
Extended Coverage,0,DCC,3,1801.0,3,2,0,2,1,724.74,300.1666666666667,7.496652438168283,6.587191823960344
Constructed Space,0,Fingal,2,1451.0,2,1,0,7,2,704.0,362.75,7.280697195384741,6.558197802812269
Land Parcel,18,Fingal,2,1200.0,1,1,0,3,1,340.5,400.0,7.0909098220799835,5.833347679010845
Extended Coverage,0,DCC,2,1160.0,2,2,0,7,2,430.52,290.0,7.057036981697891,6.06731385939142
Constructed Space,0,DCC,2,1000.0,2,1,0,7,2,283.75,250.0,6.90875477931522,5.651611602327291
Extended Coverage,0,Dun Laoghaire,2,950.0,2,1,0,4,2,477.89,237.5,6.85751406254539,6.171470925944497
Constructed Space,354,Fingal,3,1629.0,3,2,0,5,2,550.43,271.5,7.396335293800808,6.312514904073782
Constructed Space,0,Fingal,3,1580.0,2,0,1,2,1,962.59,316.0,7.365812837209472,6.870665892936763
Extended Coverage,172,Fingal,3,1826.0,3,2,0,2,1,752.11,304.3333333333333,7.510430556378006,6.624211299468225
Constructed Space,0,Fingal,2,1245.0,2,1,0,3,1,856.95,311.25,7.1276936993473985,6.75454582273163
Extended Coverage,0,Fingal,2,1145.0,2,2,0,2,1,453.9,286.25,7.044032897274685,6.120077614575958
Extended Coverage,0,South Dublin,2,825.0,2,1,0,3,1,454.0,206.25,6.716594773520978,6.12029741895095
Extended Coverage,230,DCC,3,1693.0,3,3,0,6,2,724.04,282.1666666666667,7.434847875211999,6.586226825746526
Extended Coverage,0,DCC,2,1113.27,2,2,0,2,1,540.35,278.3175,7.0159547609588255,6.294066019756907
Constructed Space,0,Fingal,2,1460.0,2,1,1,1,0,450.89,365.0,7.2868764117507,6.113438787382833
Constructed Space,0,Fingal,2,1050.0,2,1,0,6,2,345.9,262.5,6.957497370876951,5.849036553975704
Constructed Space,0,South Dublin,2,1260.0,2,2,0,4,2,495.44,315.0,7.13966033596492,6.20746263026132
Constructed Space,0,DCC,2,1656.0,2,1,0,2,1,822.46,414.0,7.4127640174265625,6.713514975274654
Extended Coverage,0,Fingal,3,1208.0,3,1,1,6,2,422.81,201.33333333333334,7.097548850614793,6.049285241591683
Extended Coverage,0,Dun Laoghaire,3,1910.0,3,2,0,6,2,956.73,318.3333333333333,7.555381944240273,6.864565901086553
Land Parcel,0,South Dublin,2,1200.0,2,1,0,2,1,614.79,300.0,7.0909098220799835,6.422905996319896
Extended Coverage,0,Fingal,2,1175.0,2,1,0,5,2,792.09,293.75,7.069874128458572,6.67593670825931
Extended Coverage,0,Fingal,2,1185.0,2,1,1,4,2,363.97,296.25,7.078341579557671,5.89981515842374
Extended Coverage,0,DCC,2,750.0,2,1,0,2,1,575.07,187.5,6.621405651764134,6.356229181089767
Extended Coverage,0,Dun Laoghaire,3,1550.0,3,3,0,6,2,472.31,258.3333333333333,7.346655163176539,6.159750564937473
Constructed Space,0,Other,3,1760.0,3,2,0,2,1,567.5,293.3333333333333,7.473637108496206,6.343001313190591
Extended Coverage,0,South Dublin,2,1125.0,2,2,0,5,2,625.51,281.25,7.026426808699636,6.440164735900676
Land Parcel,351,South Dublin,2,1000.0,2,1,0,3,1,624.25,250.0,6.90875477931522,6.4381515697577285
Constructed Space,230,South Dublin,2,1090.0,2,2,0,5,2,327.8,272.5,6.994849985833071,5.7954496631820245
Land Parcel,0,DCC,2,1200.0,2,0,0,7,2,567.5,300.0,7.0909098220799835,6.343001313190591
Extended Coverage,0,DCC,3,1991.0,4,2,0,2,1,587.17,284.42857142857144,7.596894438144544,6.377016021759011
Extended Coverage,291,Fingal,2,1060.0,2,1,0,6,2,283.75,265.0,6.966967138613983,5.651611602327291
Extended Coverage,0,South Dublin,2,1105.0,2,1,0,6,2,770.36,276.25,7.00850518208228,6.648155190657312
Constructed Space,0,DCC,2,985.0,2,2,1,3,1,772.03,246.25,6.893656354602635,6.650317857666164
Extended Coverage,198,DCC,3,1590.0,3,2,0,3,1,563.93,265.0,7.372118028337787,6.336701829665659
Extended Coverage,0,Fingal,2,1120.0,2,2,1,6,2,557.37,280.0,7.02197642307216,6.32502182507656
Extended Coverage,0,Fingal,2,1069.0,2,1,1,6,2,583.96,267.25,6.975413927455952,6.37154346882573
Extended Coverage,0,Fingal,3,1933.0,3,2,0,4,2,822.04,322.1666666666667,7.56734567601324,6.713004802169145
Constructed Space,75,DCC,2,1194.0,2,0,1,5,2,655.9,298.5,7.085901464365611,6.487531799898427
Extended Coverage,0,DCC,2,1150.0,2,3,0,7,2,681.0,287.5,7.048386408721883,6.525029657843462
Extended Coverage,0,South Dublin,2,1240.0,2,2,0,7,2,431.3,310.0,7.123672785204607,6.069119791673586
Extended Coverage,0,Fingal,2,1419.0,2,2,0,5,2,384.73,354.75,7.258412150595307,5.9551376428479665
Extended Coverage,0,Fingal,3,1450.0,3,2,0,7,2,430.52,241.66666666666666,7.280008252884188,6.06731385939142
Extended Coverage,199,Fingal,3,1630.0,3,2,1,1,0,475.52,271.6666666666667,7.396948602621014,6.16650969493116
Extended Coverage,0,South Dublin,2,708.0,1,1,0,2,1,641.24,236.0,6.5638555265321274,6.464962065607973
Extended Coverage,0,DCC,2,1250.0,2,1,1,4,2,690.08,312.5,7.1316985104669115,6.538255591306581
Extended Coverage,0,Fingal,3,1400.0,2,1,1,7,2,770.18,280.0,7.244941546337007,6.647921809350096
Extended Coverage,0,Dun Laoghaire,3,1670.0,2,3,0,7,2,387.4,334.0,7.421177528595393,5.96203573641717
Extended Coverage,0,South Dublin,3,1750.0,3,2,0,6,2,648.57,291.6666666666667,7.467942332285852,6.476310605515025
Extended Coverage,0,DCC,2,1404.0,2,1,0,4,2,573.97,351.0,7.247792581767846,6.354317865523201
Extended Coverage,0,DCC,3,1715.0,2,2,0,2,1,628.72,343.0,7.447751280047908,6.445275276146428
Constructed Space,108,Dun Laoghaire,1,630.0,1,1,0,7,2,624.25,315.0,6.447305862541213,6.4381515697577285
Extended Coverage,0,DCC,3,1752.12,3,2,0,2,1,874.51,292.02,7.469152336657083,6.774806573705222
Extended Coverage,0,DCC,3,1650.0,3,2,0,3,1,536.55,275.0,7.409136443920128,6.287021778931237
Extended Coverage,0,Fingal,2,1295.0,2,1,0,2,1,486.17,323.75,7.16703787691222,6.188613138145106
Extended Coverage,261,Dun Laoghaire,2,1346.0,2,1,1,5,2,624.25,336.5,7.205635176410364,6.4381515697577285
Extended Coverage,0,DCC,2,1150.0,2,2,0,1,0,542.83,287.5,7.048386408721883,6.298636698017643
Extended Coverage,138,Fingal,3,1190.0,2,2,0,2,1,289.47,238.0,7.0825485693553,5.671500300735477
Extended Coverage,0,South Dublin,3,1620.0,3,2,1,1,0,686.6,270.0,7.390798521735676,6.533207273508694
Extended Coverage,108,Fingal,2,950.0,2,1,0,5,2,561.05,237.5,6.85751406254539,6.331590813907806
Extended Coverage,0,DCC,3,2450.0,3,0,1,7,2,555.92,408.3333333333333,7.804251383528112,6.322421603041085
Extended Coverage,138,Fingal,3,1220.0,2,1,0,6,2,327.75,244.0,7.107425474110705,5.795297583491974
Extended Coverage,0,Fingal,2,850.0,2,1,1,7,2,400.59,212.5,6.7464121285733745,5.995431667669093
Constructed Space,0,South Dublin,2,1020.0,2,2,1,2,1,701.03,255.0,6.928537818164665,6.55397613815543
Constructed Space,0,Fingal,2,1100.0,2,2,0,5,2,515.91,275.0,7.00397413672268,6.2478687781166204
Extended Coverage,352,Dun Laoghaire,3,1760.0,2,2,1,2,1,838.35,352.0,7.473637108496206,6.732627782768423
Extended Coverage,0,South Dublin,3,1800.0,3,3,0,2,1,693.61,300.0,7.496097345175956,6.543350536981463
Extended Coverage,0,DCC,2,1070.0,2,1,0,3,1,572.8,267.5,6.976348070447749,6.352280903547264
Land Parcel,0,Fingal,2,1440.0,2,0,0,3,1,748.78,360.0,7.273092595999522,6.619779830166386
Extended Coverage,0,South Dublin,2,900.0,2,1,1,2,1,504.44,225.0,6.803505257608338,6.225429337053775
Extended Coverage,138,Dun Laoghaire,2,1130.0,2,1,0,3,1,423.46,282.5,7.030857476116121,6.050817772807495
Extended Coverage,170,South Dublin,2,1270.0,2,1,1,1,0,875.83,317.5,7.147559271189454,6.776313130936887
Constructed Space,0,Fingal,2,1200.0,2,1,0,6,2,586.42,300.0,7.0909098220799835,6.375740066533543
Extended Coverage,0,Fingal,2,1200.0,2,1,0,1,0,699.92,300.0,7.0909098220799835,6.5523937578402185
Extended Coverage,0,Fingal,2,929.0,2,0,0,1,0,612.95,232.25,6.835184586147301,6.419913491606522
Extended Coverage,0,Fingal,3,1464.0,3,2,1,6,2,434.15,244.0,7.289610521451167,6.075690799235523
Land Parcel,0,Other,4,2000.0,4,2,0,7,2,561.83,250.0,7.601402334583733,6.332977628723629
Extended Coverage,0,Fingal,2,1208.0,2,1,0,1,0,460.39,302.0,7.097548850614793,6.1342436723361695
Extended Coverage,0,Fingal,2,1130.0,2,2,1,2,1,602.65,282.5,7.030857476116121,6.402994559778397
Extended Coverage,0,Fingal,3,1753.0,3,2,0,7,2,776.95,292.1666666666667,7.469654172932128,6.656662254760972
Land Parcel,0,South Dublin,3,600.0,3,2,0,6,2,1097.17,100.0,6.398594934535208,7.0014004370431255
Extended Coverage,173,DCC,2,1196.0,2,2,0,2,1,896.04,299.0,7.087573705557973,6.799100454152625
Constructed Space,0,Fingal,2,1150.0,3,3,0,3,1,518.15,230.0,7.048386408721883,6.252192858749463
Extended Coverage,108,Dun Laoghaire,2,1128.0,2,1,1,1,0,633.91,282.0,7.029087564149662,6.453483256564258
Extended Coverage,0,Fingal,2,1000.0,2,1,0,1,0,601.55,250.0,6.90875477931522,6.401170649473401
Extended Coverage,0,Dun Laoghaire,2,1035.0,2,1,1,5,2,493.48,258.75,6.943122422819428,6.203506705351018
Constructed Space,0,South Dublin,2,950.0,2,1,1,6,2,382.32,237.5,6.85751406254539,5.948870149475561
Extended Coverage,0,DCC,3,1075.0,2,1,0,2,1,380.09,215.0,6.98100574072173,5.943035567703479
Extended Coverage,0,Dun Laoghaire,2,1040.0,2,1,0,4,2,529.3,260.0,6.947937068614969,6.273442884143084
Land Parcel,290,Fingal,2,720.0,2,1,0,7,2,709.38,180.0,6.580639137284949,6.5658000381285
Extended Coverage,0,South Dublin,3,1511.0,3,1,0,2,1,713.6,251.83333333333334,7.321188556739478,6.571722945589309
Constructed Space,0,Fingal,3,1300.0,3,1,0,1,0,506.38,216.66666666666666,7.170888478512505,6.229260229754506
Extended Coverage,353,DCC,3,1545.0,3,1,0,1,0,505.06,257.5,7.343426229147367,6.2266552393328585
Constructed Space,0,South Dublin,1,375.0,2,0,0,6,2,786.93,125.0,5.929589143389895,6.66940925342473
Extended Coverage,0,Fingal,2,1062.0,2,3,0,4,2,406.12,265.5,6.968850378341948,6.009107982280577
Extended Coverage,0,Fingal,2,1115.0,2,1,0,1,0,407.17,278.75,7.017506142941256,6.011683754289378
Extended Coverage,0,DCC,2,1000.0,2,1,1,6,2,397.25,250.0,6.90875477931522,5.987079948790158
Extended Coverage,137,South Dublin,2,883.0,2,1,1,1,0,578.43,220.75,6.784457062637643,6.362044861695901
Extended Coverage,109,Dun Laoghaire,2,1195.0,2,1,1,2,1,664.85,298.75,7.086737934510577,6.501064419948154
Constructed Space,0,Fingal,1,700.0,1,0,0,7,2,664.79,350.0,6.55250788703459,6.500974305502747
Extended Coverage,0,DCC,2,1246.0,2,1,0,6,2,610.31,311.5,7.1284959456800365,6.415604195480955
Extended Coverage,0,Fingal,4,1600.0,4,1,0,4,2,567.5,200.0,7.3783837129967145,6.343001313190591
Extended Coverage,0,DCC,3,1584.0,3,2,0,2,1,465.75,264.0,7.368339686311381,6.145793782421832
Constructed Space,0,DCC,3,1175.0,2,2,1,3,1,463.66,235.0,7.069874128458572,6.141305955347142
Constructed Space,200,Other,3,1595.0,3,2,0,3,1,818.34,265.8333333333333,7.3752557780097545,6.708499138121269
Extended Coverage,0,Fingal,2,1353.0,2,2,0,7,2,922.76,338.25,7.21081845347222,6.8284522976436
Extended Coverage,108,Dun Laoghaire,3,1599.0,3,2,1,2,1,887.27,266.5,7.3777589082278725,6.789275750831158
Extended Coverage,0,Dun Laoghaire,2,1150.0,2,1,1,3,1,690.87,287.5,7.048386408721883,6.539398076697855
Extended Coverage,0,DCC,2,1155.0,2,2,0,4,2,420.0,288.75,7.052721049232323,6.042632833682381
Constructed Space,0,Fingal,1,1200.0,2,0,0,2,1,803.96,400.0,7.0909098220799835,6.690792586743008
Extended Coverage,199,Fingal,2,1000.0,2,1,0,3,1,283.75,250.0,6.90875477931522,5.651611602327291
Constructed Space,0,South Dublin,3,1867.0,3,1,0,3,1,972.68,311.1666666666667,7.532623618788788,6.881082707566302
Extended Coverage,169,DCC,2,1251.0,2,1,0,1,0,426.42,312.75,7.132497551660044,6.057767136362045
Extended Coverage,108,Fingal,2,1028.0,2,1,0,6,2,502.36,257.0,6.9363427358340495,6.221305619869913
Extended Coverage,0,South Dublin,2,1222.0,2,2,0,3,1,417.96,305.5,7.109062135687172,6.037775449971233
Extended Coverage,0,Fingal,3,1170.0,2,1,0,1,0,640.26,234.0,7.065613363597717,6.463434990905296
Extended Coverage,0,Dun Laoghaire,3,2400.0,4,1,0,7,2,1158.65,342.85714285714283,7.783640596221253,7.055873514434594
Extended Coverage,0,Fingal,3,1385.0,2,2,0,2,1,397.29,277.0,7.234177179749849,5.98718038316893
Extended Coverage,0,DCC,2,1372.0,2,1,0,2,1,562.54,343.0,7.224753405767971,6.3342383158762265
Extended Coverage,0,South Dublin,3,1282.0,2,2,0,3,1,433.81,256.4,7.1569563646156364,6.074909154062617
Extended Coverage,0,Dun Laoghaire,2,1135.0,2,1,0,5,2,397.3,283.75,7.035268599281097,5.987205490187598
Constructed Space,354,Dun Laoghaire,3,1768.0,3,2,0,6,2,648.39,294.6666666666667,7.478169694159785,6.476033460720493
Constructed Space,0,Fingal,3,1325.0,2,1,0,4,2,770.94,265.0,7.189922170745808,6.648906826797151
Extended Coverage,108,Dun Laoghaire,3,1599.0,3,2,0,4,2,702.72,266.5,7.3777589082278725,6.556380549770846
Land Parcel,77,Dun Laoghaire,3,1500.0,3,1,1,1,0,468.75,250.0,7.313886831633462,6.152200638293575
Extended Coverage,0,Dun Laoghaire,2,1286.0,2,2,0,6,2,556.03,321.5,7.160069207596127,6.322619098440981
Extended Coverage,0,Other,3,1600.0,2,1,0,3,1,354.69,320.0,7.3783837129967145,5.874059564980357
Extended Coverage,108,South Dublin,2,1102.0,2,2,1,7,2,552.77,275.5,7.005789019253503,6.316749438088618
Extended Coverage,0,Dun Laoghaire,2,1350.0,2,2,0,3,1,454.0,337.5,7.208600337960199,6.12029741895095
Extended Coverage,0,DCC,3,1200.0,2,2,0,1,0,397.25,240.0,7.0909098220799835,5.987079948790158
Land Parcel,0,Fingal,2,1800.0,1,1,0,3,1,504.44,600.0,7.496097345175956,6.225429337053775
Constructed Space,0,South Dublin,2,950.0,2,1,1,6,2,477.89,237.5,6.85751406254539,6.171470925944497
Extended Coverage,355,Dun Laoghaire,1,525.0,1,1,0,7,2,589.12,262.5,6.26530121273771,6.380325906049366
Constructed Space,0,Fingal,2,656.0,2,1,0,1,0,432.55,164.0,6.48768401848461,6.072007129823169
Land Parcel,0,Fingal,4,1780.0,4,3,0,6,2,1115.87,222.5,7.484930283289661,7.018285409126951
Extended Coverage,0,Fingal,2,1056.0,2,1,1,4,2,859.85,264.0,6.963189985870238,6.7579202732224815
Extended Coverage,51,Fingal,1,595.0,1,1,0,5,2,635.6,297.5,6.39024066706535,6.456141514847992
Constructed Space,0,Fingal,2,1080.0,2,2,1,7,2,525.46,270.0,6.985641817639208,6.266175355278598
Extended Coverage,353,Fingal,3,2225.0,3,1,0,3,1,816.18,370.8333333333333,7.70796153183549,6.705859388830958
Extended Coverage,230,Fingal,2,1126.0,2,1,0,2,1,283.75,281.5,7.027314514039777,5.651611602327291
Extended Coverage,0,DCC,3,1490.0,3,1,1,3,1,639.87,248.33333333333334,7.307202314764738,6.462826628239999
Extended Coverage,0,Dun Laoghaire,3,1550.0,3,3,1,4,2,732.26,258.3333333333333,7.346655163176539,6.597500345677964
Constructed Space,0,Fingal,2,1160.0,2,1,0,6,2,538.15,290.0,7.057036981697891,6.289993825328081
Extended Coverage,0,Dun Laoghaire,3,2100.0,3,2,0,3,1,675.6,350.0,7.650168700845001,6.517080256346608
Extended Coverage,0,DCC,2,1404.0,2,1,0,7,2,560.22,351.0,7.247792581767846,6.330112985512036
Land Parcel,0,Dun Laoghaire,4,2230.0,4,3,0,5,2,1145.18,278.75,7.7102051944325325,7.044189953003616
Extended Coverage,0,Other,3,1544.0,3,1,1,3,1,882.12,257.3333333333333,7.3427791893318455,6.783461091710096
Extended Coverage,138,South Dublin,3,1305.0,2,1,0,4,2,510.53,261.0,7.174724309836376,6.23740623469817
Extended Coverage,0,Fingal,2,1230.0,2,2,0,4,2,738.21,307.5,7.115582126184454,6.605582048374498
Land Parcel,0,Fingal,2,1200.0,2,0,0,2,1,614.79,300.0,7.0909098220799835,6.422905996319896
Extended Coverage,0,DCC,3,1460.0,3,1,1,6,2,567.5,243.33333333333334,7.2868764117507,6.343001313190591
Constructed Space,0,DCC,2,967.0,2,3,0,2,1,528.18,241.75,6.875232087276577,6.2713286386316955
Constructed Space,0,Fingal,1,540.0,1,1,0,7,2,756.67,270.0,6.293419278846481,6.630247934646819
Extended Coverage,353,DCC,1,715.0,1,2,0,4,2,730.21,357.5,6.573680166960646,6.594700696195219
Extended Coverage,0,DCC,2,1020.0,2,1,0,5,2,544.69,255.0,6.928537818164665,6.302051048937236
Extended Coverage,0,DCC,2,1020.0,2,1,0,2,1,445.1,255.0,6.928537818164665,6.100543142134219
Extended Coverage,0,DCC,2,1253.0,2,1,0,6,2,923.94,313.25,7.134093721192866,6.829728870543744
